d3e104250Heiligenlexikon-1858;Q324548;1;0.8405746817588806
d3e147639Heiligenlexikon-1858;Q3483351;1;0.5525221228599548
d3e149321Heiligenlexikon-1858;Q590391;1;0.6576600670814514
d3e337047Heiligenlexikon-1858;Q337537;1;0.8479592800140381
d5e154693Heiligenlexikon-1858;Q3650657;1;0.7782317996025085
d3e335406Heiligenlexikon-1858;Q191734;1;0.9222694635391235
d3e55486Heiligenlexikon-1858;Q569475;1;0.9087201952934265
d5e407493Heiligenlexikon-1858;Q3816961;1;0.5958075523376465
d3e169528Heiligenlexikon-1858;Q2180834;1;0.7113662958145142
d3e5793Heiligenlexikon-1858;Q348198;1;0.7035267949104309
d3e182347Heiligenlexikon-1858;Q5200390;1;0.7948305606842041
d5e71770Heiligenlexikon-1858;Q1911506;1;0.815329372882843
d5e55949Heiligenlexikon-1858;Q3947636;1;0.7291271686553955
d3e1911Heiligenlexikon-1858;Q2485199;1;0.8629133105278015
d3e389106Heiligenlexikon-1858;Q653804;1;0.6062923669815063
d3e576691Heiligenlexikon-1858;Q132793;1;0.7921575307846069
d5e95281Heiligenlexikon-1858;Q3463994;1;0.6196238994598389
d3e533287Heiligenlexikon-1858;Q7401645;1;0.6779336333274841
d3e147376Heiligenlexikon-1858;Q742311;1;0.8023924827575684
d5e374925Heiligenlexikon-1858;Q935870;1;0.37868785858154297
d5e200907Heiligenlexikon-1858;Q1144235;1;0.9280059337615967
d3e96695Heiligenlexikon-1858;Q2293531;1;0.7090204954147339
d5e16746Heiligenlexikon-1858;Q1737567;1;0.7582059502601624
d5e285874Heiligenlexikon-1858;Q860649;1;0.48074856400489807
d5e404275Heiligenlexikon-1858;Q259631;1;0.721100389957428
d5e311870Heiligenlexikon-1858;Q3065847;1;0.5400968194007874
d5e407100Heiligenlexikon-1858;Q227105;1;0.626085102558136
d5e362408Heiligenlexikon-1858;Q192151;1;0.7896372675895691
d5e137168Heiligenlexikon-1858;Q2039864;1;0.7509616017341614
d5e405381Heiligenlexikon-1858;Q189776;1;0.8289774656295776
d5e362390Heiligenlexikon-1858;Q192151;1;0.8179605007171631
d5e357559Heiligenlexikon-1858;Q125631;1;0.8701403737068176
d5e229928Heiligenlexikon-1858;Q688884;1;0.829899787902832
d3e180512Heiligenlexikon-1858;Q78718;1;0.7997946739196777
d5e334223Heiligenlexikon-1858;Q1260525;1;0.8520554900169373
d3e214107Heiligenlexikon-1858;Q242274;1;0.8679074645042419
d5e142296Heiligenlexikon-1858;Q1396397;1;0.8266502022743225
d3e521434Heiligenlexikon-1858;Q4219305;1;0.8834351897239685
d3e259503Heiligenlexikon-1858;Q2234678;1;0.8502013683319092
d5e154171Heiligenlexikon-1858;Q715209;1;0.8875401616096497
d3e360988Heiligenlexikon-1858;Q170164;1;0.6987952589988708
d3e280034Heiligenlexikon-1858;Q616072;1;0.9425381422042847
d3e16903Heiligenlexikon-1858;Q37945440;1;0.792985737323761
d3e230129Heiligenlexikon-1858;Q260816;1;0.7315967679023743
d3e312941Heiligenlexikon-1858;Q48438;1;0.9029653072357178
d3e188047Heiligenlexikon-1858;Q3012509;1;0.3903921842575073
d5e136694Heiligenlexikon-1858;Q1269112;1;0.8242332339286804
d5e322531Heiligenlexikon-1858;Q2715632;1;0.5610724687576294
d5e176215Heiligenlexikon-1858;Q3898934;1;0.7707462310791016
d3e259849Heiligenlexikon-1858;Q3740310;1;0.8385300040245056
d3e107779Heiligenlexikon-1858;Q44265;1;0.8492609858512878
d5e407020Heiligenlexikon-1858;Q744884;1;0.8848400712013245
d3e356951Heiligenlexikon-1858;Q2074427;1;0.7288472056388855
d5e71958Heiligenlexikon-1858;Q1833637;1;0.7293594479560852
d5e356171Heiligenlexikon-1858;Q9366457;1;0.8741229772567749
d3e73195Heiligenlexikon-1858;Q640837;1;0.7444097995758057
d3e309640Heiligenlexikon-1858;Q983066;1;0.911311149597168
d3e407110Heiligenlexikon-1858;Q259551;1;0.8557841181755066
d3e285165Heiligenlexikon-1858;Q44934;1;0.8329651951789856
d5e395610Heiligenlexikon-1858;Q714931;1;0.7504745721817017
d3e264178Heiligenlexikon-1858;Q257960;1;0.9283024072647095
d3e217292Heiligenlexikon-1858;Q355121;1;0.6704857349395752
d3e564090Heiligenlexikon-1858;Q1978722;1;0.4715178608894348
d5e176662Heiligenlexikon-1858;Q1376948;1;0.890294075012207
